,price
2025-01-02 05:15:00,3.007
2025-01-02 05:30:00,3.007
2025-01-02 05:45:00,3.007
2025-01-02 06:00:00,6.713
2025-01-02 06:15:00,6.713
2025-01-02 06:30:00,6.713
2025-01-02 06:45:00,6.713
2025-01-02 07:00:00,9.883
2025-01-02 07:15:00,9.883
2025-01-02 07:30:00,9.883
2025-01-02 07:45:00,9.883
2025-01-02 08:00:00,12.153
2025-01-02 08:15:00,12.153
2025-01-02 08:30:00,12.153
2025-01-02 08:45:00,12.153
2025-01-02 09:00:00,12.723
2025-01-02 09:15:00,12.723
2025-01-02 09:30:00,12.723
2025-01-02 09:45:00,12.723
2025-01-02 10:00:00,12.635
2025-01-02 10:15:00,12.635
2025-01-02 10:30:00,12.635
2025-01-02 10:45:00,12.635
2025-01-02 11:00:00,11.997
2025-01-02 11:15:00,11.997
2025-01-02 11:30:00,11.997
2025-01-02 11:45:00,11.997
2025-01-02 12:00:00,11.595
2025-01-02 12:15:00,11.595
2025-01-02 12:30:00,11.595
2025-01-02 12:45:00,11.595
2025-01-02 13:00:00,11.39
2025-01-02 13:15:00,11.39
2025-01-02 13:30:00,11.39
2025-01-02 13:45:00,11.39
2025-01-02 14:00:00,12.221
2025-01-02 14:15:00,12.221
2025-01-02 14:30:00,12.221
2025-01-02 14:45:00,12.221
2025-01-02 15:00:00,13.011
2025-01-02 15:15:00,13.011
2025-01-02 15:30:00,13.011
2025-01-02 15:45:00,13.011
2025-01-02 16:00:00,13.859
2025-01-02 16:15:00,13.859
2025-01-02 16:30:00,13.859
2025-01-02 16:45:00,13.859
2025-01-02 17:00:00,15.287
2025-01-02 17:15:00,15.287
2025-01-02 17:30:00,15.287
2025-01-02 17:45:00,15.287
2025-01-02 18:00:00,15.294
2025-01-02 18:15:00,15.294
2025-01-02 18:30:00,15.294
2025-01-02 18:45:00,15.294
2025-01-02 19:00:00,13.915
2025-01-02 19:15:00,13.915
2025-01-02 19:30:00,13.915
2025-01-02 19:45:00,13.915
2025-01-02 20:00:00,13.0
2025-01-02 20:15:00,13.0
2025-01-02 20:30:00,13.0
2025-01-02 20:45:00,13.0
2025-01-02 21:00:00,11.978
2025-01-02 21:15:00,11.978
2025-01-02 21:30:00,11.978
2025-01-02 21:45:00,11.978
2025-01-02 22:00:00,11.342
2025-01-02 22:15:00,11.342
2025-01-02 22:30:00,11.342
2025-01-02 22:45:00,11.342
2025-01-02 23:00:00,8.247
2025-01-02 23:15:00,8.247
2025-01-02 23:30:00,8.247
2025-01-02 23:45:00,8.247
2025-01-03 00:00:00,9.956
2025-01-03 00:15:00,9.956
2025-01-03 00:30:00,9.956
2025-01-03 00:45:00,9.956
2025-01-03 01:00:00,8.753
2025-01-03 01:15:00,8.753
2025-01-03 01:30:00,8.753
2025-01-03 01:45:00,8.753
2025-01-03 02:00:00,8.501
2025-01-03 02:15:00,8.501
2025-01-03 02:30:00,8.501
2025-01-03 02:45:00,8.501
2025-01-03 03:00:00,8.379
2025-01-03 03:15:00,8.379
2025-01-03 03:30:00,8.379
2025-01-03 03:45:00,8.379
2025-01-03 04:00:00,7.75
2025-01-03 04:15:00,7.75
2025-01-03 04:30:00,7.75
2025-01-03 04:45:00,7.75
2025-01-03 05:00:00,7.988
2025-01-03 05:15:00,7.988
2025-01-03 05:30:00,7.988
2025-01-03 05:45:00,7.988
2025-01-03 06:00:00,8.356
2025-01-03 06:15:00,8.356
2025-01-03 06:30:00,8.356
2025-01-03 06:45:00,8.356
2025-01-03 07:00:00,7.843
2025-01-03 07:15:00,7.843
2025-01-03 07:30:00,7.843
2025-01-03 07:45:00,7.843
2025-01-03 08:00:00,8.257
2025-01-03 08:15:00,8.257
2025-01-03 08:30:00,8.257
2025-01-03 08:45:00,8.257
2025-01-03 09:00:00,8.076
2025-01-03 09:15:00,8.076
2025-01-03 09:30:00,8.076
2025-01-03 09:45:00,8.076
2025-01-03 10:00:00,7.764
2025-01-03 10:15:00,7.764
2025-01-03 10:30:00,7.764
2025-01-03 10:45:00,7.764
2025-01-03 11:00:00,7.048
2025-01-03 11:15:00,7.048
2025-01-03 11:30:00,7.048
2025-01-03 11:45:00,7.048
2025-01-03 12:00:00,6.994
2025-01-03 12:15:00,6.994
2025-01-03 12:30:00,6.994
2025-01-03 12:45:00,6.994
2025-01-03 13:00:00,7.78
2025-01-03 13:15:00,7.78
2025-01-03 13:30:00,7.78
2025-01-03 13:45:00,7.78
2025-01-03 14:00:00,7.881
2025-01-03 14:15:00,7.881
2025-01-03 14:30:00,7.881
2025-01-03 14:45:00,7.881
2025-01-03 15:00:00,8.529
2025-01-03 15:15:00,8.529
2025-01-03 15:30:00,8.529
2025-01-03 15:45:00,8.529
2025-01-03 16:00:00,10.551
2025-01-03 16:15:00,10.551
2025-01-03 16:30:00,10.551
2025-01-03 16:45:00,10.551
2025-01-03 17:00:00,11.666
2025-01-03 17:15:00,11.666
2025-01-03 17:30:00,11.666
2025-01-03 17:45:00,11.666
2025-01-03 18:00:00,11.506
2025-01-03 18:15:00,11.506
2025-01-03 18:30:00,11.506
2025-01-03 18:45:00,11.506
2025-01-03 19:00:00,11.491
2025-01-03 19:15:00,11.491
2025-01-03 19:30:00,11.491
2025-01-03 19:45:00,11.491
2025-01-03 20:00:00,11.33
2025-01-03 20:15:00,11.33
2025-01-03 20:30:00,11.33
2025-01-03 20:45:00,11.33
2025-01-03 21:00:00,10.78
2025-01-03 21:15:00,10.78
2025-01-03 21:30:00,10.78
2025-01-03 21:45:00,10.78
2025-01-03 22:00:00,9.822
2025-01-03 22:15:00,9.822
2025-01-03 22:30:00,9.822
2025-01-03 22:45:00,9.822
2025-01-03 23:00:00,8.857
2025-01-03 23:15:00,8.857
2025-01-03 23:30:00,8.857
2025-01-03 23:45:00,8.857
2025-01-04 00:00:00,9.043
2025-01-04 00:15:00,9.043
2025-01-04 00:30:00,9.043
2025-01-04 00:45:00,9.043
2025-01-04 01:00:00,9.029
2025-01-04 01:15:00,9.029
2025-01-04 01:30:00,9.029
2025-01-04 01:45:00,9.029
2025-01-04 02:00:00,9.02
2025-01-04 02:15:00,9.02
2025-01-04 02:30:00,9.02
2025-01-04 02:45:00,9.02
2025-01-04 03:00:00,9.152
2025-01-04 03:15:00,9.152
2025-01-04 03:30:00,9.152
2025-01-04 03:45:00,9.152
2025-01-04 04:00:00,9.595
2025-01-04 04:15:00,9.595
2025-01-04 04:30:00,9.595
2025-01-04 04:45:00,9.595
2025-01-04 05:00:00,10.211
2025-01-04 05:15:00,10.211
2025-01-04 05:30:00,10.211
2025-01-04 05:45:00,10.211
2025-01-04 06:00:00,11.066
2025-01-04 06:15:00,11.066
2025-01-04 06:30:00,11.066
2025-01-04 06:45:00,11.066
2025-01-04 07:00:00,11.996
2025-01-04 07:15:00,11.996
2025-01-04 07:30:00,11.996
2025-01-04 07:45:00,11.996
2025-01-04 08:00:00,12.839
2025-01-04 08:15:00,12.839
2025-01-04 08:30:00,12.839
2025-01-04 08:45:00,12.839
2025-01-04 09:00:00,13.075
2025-01-04 09:15:00,13.075
2025-01-04 09:30:00,13.075
2025-01-04 09:45:00,13.075
2025-01-04 10:00:00,13.034
2025-01-04 10:15:00,13.034
2025-01-04 10:30:00,13.034
2025-01-04 10:45:00,13.034
2025-01-04 11:00:00,12.829
2025-01-04 11:15:00,12.829
2025-01-04 11:30:00,12.829
2025-01-04 11:45:00,12.829
2025-01-04 12:00:00,13.003
2025-01-04 12:15:00,13.003
2025-01-04 12:30:00,13.003
2025-01-04 12:45:00,13.003
2025-01-04 13:00:00,12.985
2025-01-04 13:15:00,12.985
2025-01-04 13:30:00,12.985
2025-01-04 13:45:00,12.985
2025-01-04 14:00:00,13.64
2025-01-04 14:15:00,13.64
2025-01-04 14:30:00,13.64
2025-01-04 14:45:00,13.64
2025-01-04 15:00:00,13.872
2025-01-04 15:15:00,13.872
2025-01-04 15:30:00,13.872
2025-01-04 15:45:00,13.872
2025-01-04 16:00:00,14.2
2025-01-04 16:15:00,14.2
2025-01-04 16:30:00,14.2
2025-01-04 16:45:00,14.2
2025-01-04 17:00:00,15.124
2025-01-04 17:15:00,15.124
2025-01-04 17:30:00,15.124
2025-01-04 17:45:00,15.124
2025-01-04 18:00:00,14.385
2025-01-04 18:15:00,14.385
2025-01-04 18:30:00,14.385
2025-01-04 18:45:00,14.385
2025-01-04 19:00:00,13.796
2025-01-04 19:15:00,13.796
2025-01-04 19:30:00,13.796
2025-01-04 19:45:00,13.796
2025-01-04 20:00:00,12.949
2025-01-04 20:15:00,12.949
2025-01-04 20:30:00,12.949
2025-01-04 20:45:00,12.949
2025-01-04 21:00:00,12.283
2025-01-04 21:15:00,12.283
2025-01-04 21:30:00,12.283
2025-01-04 21:45:00,12.283
2025-01-04 22:00:00,11.829
2025-01-04 22:15:00,11.829
2025-01-04 22:30:00,11.829
2025-01-04 22:45:00,11.829
